program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
EX10200007005,"12/2/80 0:00",,"U. S. Gypsum Co","1115 Armour Rd","North Kansas City",Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","1/1/81 0:00",0181-001,30,,,AP0000470007,39.143504,-94.567804,1,range_interpolation,1115,"Armour Rd",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6031,6,290470221006031,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX2240N002005,"10/8/81 0:00",,"Sho-Me Kennels","RR 2 Box 171","Grain Valley",Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","10/23/81 0:00",1081-008,15,,,AP000095N002,39.01501,-94.19856,0.5,place,,,,,"Grain Valley",MO,"Jackson County",64029,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Grain Valley",2928090,014008,2021,2,290950140082021,29095014008,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX37400011005,"10/14/81 0:00",,"Rolling Acres Memorial Gardens for Pets","12200 NW CROOKED RD",Parkville,Platte,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","10/29/81 0:00",1081-007,15,,,AP0001650011,39.225224,-94.719667,1,range_interpolation,12200,"NW Crooked Rd",,,"Kansas City",MO,"Platte County",64152,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29165,,,030310,1017,1,291650303101017,29165030310,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400183005,"2/17/82 0:00","Aluminum Reduction Furnace","Metal World Inc","1601 Marsh",Randolph,Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","3/18/82 0:00",0382-001,29,,,AP0000950183,39.164449,-94.522657,0.4,place,,,,,Randolph,MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"Kansas City",2938000,020602,1001,1,290470206021001,29047020602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200007010,"5/17/82 0:00","Bulk Calcium Carbonate Storage","U. S. Gypsum Co","1115 Armour Rd","North Kansas City",Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","8/17/82 0:00",0882-001..,92,,,AP0000470007,39.143504,-94.567804,1,range_interpolation,1115,"Armour Rd",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6031,6,290470221006031,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX37400010005,"10/28/82 0:00","rock quarrying facility","Parkville Stone Co",,Parkville,Platte,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","12/15/82 0:00",1282-001,48,,,APA001650010,39.195003,-94.682181,0.9,place,,,,,Parkville,MO,"Platte County",64152,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29165,Parkville,2956288,030103,2014,2,291650301032014,29165030103,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400174005,"6/2/83 0:00","Asphalt Plant","Concrete Service Inc","16000 E Kentucky Rd","Sugar Creek",Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","12/31/83 0:00",1283-003,212,,,APA000950174,39.119326,-94.443967,0.7,street_center,,"E Kentucky Rd N",,,Independence,MO,"Jackson County",64054,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Sugar Creek",2971368,011100,1008,1,290950111001008,29095011100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX1020N003010,"6/15/83 0:00","Steam Boiler","Gates Rubber Co","140 Corum Road","Excelsior Springs",Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","8/17/83 0:00",0883-005,63,,,APA000470070,39.33719,-94.249344,1,range_interpolation,140,"Corum Rd",,,"Excelsior Springs",MO,"Clay County",64024,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"Excelsior Springs",2923086,021701,3036,3,290470217013036,29047021701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200019015,"10/18/83 0:00","rises in emission rate ","Ford Motor Company - Kansas City Plant","8121 E US Hwy 69","Kansas City",Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","10/30/84 0:00",1084-003..,378,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,"E 69th St",,,"Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,017500,1029,1,290950175001029,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400002005,"10/31/83 0:00","Fuel Tanks","Amoco Oil Co","1000 North Sterling","Sugar Creek",Jackson,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","1/15/84 0:00",0184-047...050,76,,,APA000950002,39.112849,-94.444597,0.7,street_center,,"N Sterling Ave",,,Independence,MO,"Jackson County",64054,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Sugar Creek",2971368,011100,1037,1,290950111001037,29095011100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400030004,"11/8/83 0:00",,"Missouri Portland Cement Company","4201 North River Blvd","Sugar Creek",Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","1/30/84 0:00",0184-055,83,,,APA000950030,39.044565,-94.428934,0.7,rooftop,4201,"S River Blvd",,,Independence,MO,"Jackson County",64055,US,Jackson,2021,29,29095,Independence,2935000,012400,4000,4,290950124004000,29095012400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200081005,"12/5/83 0:00","second web offset printing press","Clark Printing Co., Inc","1534 Burlington","Kansas City",Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","7/10/84 0:00",0784-003,218,,,AP0000470081,39.136667,-94.580727,1,range_interpolation,1534,"Burlington St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6090,6,290470221006090,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200002004,"6/1/84 0:00","Corn Starch Products","CPC International","1001 Bedford Ave","North Kansas City",Clay,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","6/30/84 0:00",0684-005...016,29,,,APA000470002,39.128781,-94.570247,0.95,range_interpolation,1001,"Bedford Rd",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6149,6,290470221006149,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX2240N008005,"8/9/84 0:00","Electric induction furnace","Independence Foundry","630 S Cottage St",Independence,Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","9/20/84 0:00",0984-003,42,,,AP0000950049,39.097666,-94.42648,1,range_interpolation,630,"S Cottage St",,,Independence,MO,"Jackson County",64050,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,Independence,2935000,011602,2006,2,290950116022006,29095011602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200019016,"10/16/84 0:00",,"Ford Motor Company - Kansas City Plant","8121 E US Hwy 69","Kansas City",Clay,"AP:  Permit Issued","AP: Section 7, 8 & 9 Major Source Review","3/10/86 0:00",0386-003,510,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,"E 69th St",,,"Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,017500,1029,1,290950175001029,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400098005,"1/30/85 0:00","Concrete Batch Plant","Courtney Concrete, Inc.","2601 N. State Route 291","Sugar Creek",Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","5/10/85 0:00",0585-014,100,,,APA000950098,39.14778,-94.393017,0.9,rooftop,2601,"N M 291 Hwy",,,Independence,MO,"Jackson County",64058,US,Jackson,2021,29,29095,"Sugar Creek",2971368,015100,1080,1,290950151001080,29095015100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200075005,"2/20/85 0:00","sand silo","Tnemec Company, Inc","123 W 123rd Ave","North Kansas City",Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","3/1/85 0:00",0385-001,9,,,AP0000470075,39.130004,-94.562177,0.45,place,,,,,"North Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6014,6,290470221006014,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0840P030005,"3/14/85 0:00","portable central-mix concrete plant","Clarkson Construction Co",,Harrisonville,Cass,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","5/9/85 0:00",0585-012,56,,,AP000037P030,38.615239,-94.321556,1,place,,,,,Harrisonville,MO,"Cass County",64701,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060800,3032,3,290370608003032,29037060800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX3740P012005,"3/14/85 0:00","portable central-mix concrete plant","Clarkson Construction Co",,"Platte City",Platte,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","5/9/85 0:00",0585-013,56,,,AP000165P012,39.364716,-94.780639,1,place,,,,,"Platte City",MO,"Platte County",64079,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29165,"Platte City",2958178,030502,2008,2,291650305022008,29165030502,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200109005,"3/15/85 0:00",,"Holnam Inc-Kansas City Terminal","1415 Warren Street","North Kansas City",Clay,"AP:  Technical Review","AP: Sec 5 & 6: Deminimis and Minor","4/8/85 0:00",0485-001,24,,,AP0000470109,39.135618,-94.550915,1,range_interpolation,1415,"Warren St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6003,6,290470221006003,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400182005,"3/25/85 0:00",,"St Mary's Hospital","201 NW R D MIZE RD","Blue Springs",Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","4/8/85 0:00",0485-004,14,,,AP0000950182,39.025235,-94.264111,1,rooftop,201,"NW R D Mize Rd",,,"Blue Springs",MO,"Jackson County",64014,US,Jackson,2021,29,29095,"Blue Springs",2906652,014128,1011,1,290950141281011,29095014128,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX37400011006,"3/25/85 0:00",incinerator,"Rolling Acres Memorial Gardens for Pets","12200 NW CROOKED RD",Parkville,Platte,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","4/8/85 0:00",0485-003,14,,,AP0001650011,39.225224,-94.719667,1,range_interpolation,12200,"NW Crooked Rd",,,"Kansas City",MO,"Platte County",64152,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29165,,,030310,1017,1,291650303101017,29165030310,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400076010,"5/3/85 0:00",,"Barber & Son Aggregates Co.","11400 7 HWY","Lee's Summit",Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","5/18/85 0:00",0980-005A,15,,,APA000950076,38.909011,-94.266637,0.7,rooftop,11400,"S M 7 Hwy",,,"Lees Summit",MO,"Jackson County",64086,US,Jackson,2021,29,29095,"Lake Lotawana",2939980,013918,2024,2,290950139182024,29095013918,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200042005,"8/15/85 0:00","gas turbine co-generator","Archer Daniels Midland Co","200 W 19TH ST","Kansas City",Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","12/1/86 0:00",0186-003,473,,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,"W 19th St",,,"Kansas City",MO,"Jackson County",64108,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,015800,1016,1,290950158001016,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX37400007007,"6/5/95 0:00","coal fired electric gen boiler","Kansas City Power & Light (Iatan)","20240 Hwy 45 North",Weston,Platte,"AP:  Closed out, per policy","AP: Section 7, 8 & 9 Major Source Review","5/5/97 0:00",,700,,,AP0001650007,39.457402,-94.969503,0.89,nearest_rooftop_match,20250,"N Mo-45 Hwy",,,Weston,MO,"Platte County",64098,US,"Platte County",2021,29,29165,,,030700,3001,3,291650307003001,29165030700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX08400003007,"6/7/95 0:00","APPLICATION DETERMINATION","Utilicorp United","101 Front St","Pleasant Hill",Cass,"AP:  No Permit Required","AP: Applicability Determination Request","8/8/95 0:00",,62,,,APA000370003,39.516586,-81.058993,0.9,range_interpolation,101,"Front St",,,"Pleasant Hill",MO,,64080,US,"TIGER/Line® dataset from the US Census Bureau",2021,54,54095,,,961900,4022,4,540959619004022,54095961900,,,,,,,
EX10200129005,"6/9/95 0:00","vinyl siding manufacturing",Variform,"303 W MAJOR ST",Kearney,Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","10/10/95 0:00",1095-011,123,,,AP0000470129,39.375176,-94.365623,1,range_interpolation,303,"W Major St",,,Kearney,MO,"Clay County",64060,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Kearney,2938072,021806,3009,3,290470218063009,29047021806,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200141005,"6/9/95 0:00","storage tanks, mixing tanks, dispenser","Sericol, Inc.","20 W. 14th Ave.","North Kansas City",Clay,"AP:  No Permit Required","AP: Sec 5 & 6: Deminimis and Minor","9/14/95 0:00",,97,,,APA000470141,39.134353,-94.58076,1,range_interpolation,20,"W 14th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6089,6,290470221006089,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200136010,"6/15/95 0:00",PRINTING/PUBLISHING,"O'Dell Publishing, Inc","3200 Heartland",Liberty,Clay,"AP:  No Permit Required","AOP: Applicability Determination Requests","5/29/98 0:00",OP,1079,,,APA000470136,39.286539,-94.401153,0.9,range_interpolation,3200,"W Heartland Dr",,,Liberty,MO,"Clay County",64068,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Liberty,2942032,021602,1100,1,290470216021100,29047021602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
PORT0065006,"6/17/95 0:00","Portable Concrete Plant","Loch Sand & Construction",,"Kansas City",Platte,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate to New Site","8/15/95 0:00",0692-020,59,"8/15/97 0:00",,AP0001652411,39.102404,-94.598583,1,place,,,,,"Kansas City",MO,"Jackson County",64101,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,015200,3049,3,290950152003049,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400078005,"11/7/85 0:00",,"Lucent Technologies, Inc.","777 North Blue Parkway","Lee's Summit",Jackson,"AP:  Permit Issued","AP: Section 7, 8 & 9 Major Source Review","3/27/87 0:00",0387-001,505,,,APA000950078,38.930932,-94.398186,0.9,rooftop,777,"NW Blue Pkwy",,,"Lees Summit",MO,"Jackson County",64086,US,Jackson,2021,29,29095,"Lee's Summit",2941348,017900,4026,4,290950179004026,29095017900,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400174010,"11/18/85 0:00",,"Concrete Service Inc","16000 E Kentucky Rd","Sugar Creek",Jackson,"AP:  Technical Review","AP: Sec 5 & 6: Deminimis and Minor","2/24/86 0:00",0286-015,98,,,APA000950174,39.119326,-94.443967,0.7,street_center,,"E Kentucky Rd N",,,Independence,MO,"Jackson County",64054,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Sugar Creek",2971368,011100,1008,1,290950111001008,29095011100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200115005,"11/25/85 0:00","commercial carbon regeneration","Liberty Carbon Service, Inc.","1706 Johnson Ind Dr","Excelsior Springs",Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","9/26/86 0:00",0986-009,305,,,AP0000470115,39.332601,-94.274632,0.5,place,,,,,"Excelsior Springs",MO,"Clay County",64024,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,,,021701,3041,3,290470217013041,29047021701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400186005,"12/18/85 0:00",,"Little Blue Valley Sewer District","21208 E OLD ATHERTON RD",Independence,Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","9/5/86 0:00",0986-002..,261,,,AP0000950186,39.164263,-94.324375,1,rooftop,21208,"E Old Atherton Rd",,,Independence,MO,"Jackson County",64058,US,Jackson,2021,29,29095,,,015100,1004,1,290950151001004,29095015100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200019017,"12/23/85 0:00",,"Ford Motor Company - Kansas City Plant","8121 E US Hwy 69","Kansas City",Clay,"AP:  Technical Review","AP: Sec 5 & 6: Deminimis and Minor","1/21/87 0:00",0187-005,394,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,"E 69th St",,,"Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,017500,1029,1,290950175001029,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400184005,"12/30/85 0:00","Bayco Burnout Oven","Calibrake, Inc","737 S Northern",Independence,Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","1/15/86 0:00",0186-005,16,,,AP0000950184,39.099484,-94.450712,1,rooftop,737,"S Northern Blvd",,,Independence,MO,"Jackson County",64053,US,Jackson,2021,29,29095,Independence,2935000,011002,1003,1,290950110021003,29095011002,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX10200112005,"1/10/86 0:00","gas fired incinerator","Gladstone Animal Shelter","4040 NE 76 St",Gladstone,Clay,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","1/31/86 0:00",0186-008,21,,,AP0000470112,39.231536,-94.55912,0.7,street_center,,"NE 76th St",,,"Kansas City",MO,"Clay County",64118,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Gladstone,2927190,021103,1004,1,290470211031004,29047021103,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400181005,"1/29/86 0:00","Woodworking Plant","Great American Molding Door Co","9911A E 53rd St",Raytown,Jackson,"AP:  Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","2/14/86 0:00",0286-001..,16,,,AP0000950181,39.026213,-94.463185,1,rooftop,9911,"E 53rd St",,,Raytown,MO,"Jackson County",64133,US,Jackson,2021,29,29095,Raytown,2960788,012501,1009,1,290950125011009,29095012501,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX22400062010,"2/15/86 0:00",,"Medical Center Of Independence","17203 E 23rd St","Sugar Creek",Jackson,"AP:  Technical Review","AP: Sec 5 & 6: Deminimis and Minor","4/23/86 0:00",0486-004,67,,,AP0000950062,39.077263,-94.375932,0.9,rooftop,17203,"E 23rd St S",,,Independence,MO,"Jackson County",64057,US,Jackson,2021,29,29095,Independence,2935000,014702,2005,2,290950147022005,29095014702,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
