program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id
EX10200043005,7/21/87 0:00,NA,"Owens-Illinois, Inc",1501 Iron St,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,9/17/87 0:00,0987-001,58,NA,NA,AP0000470043
EX0840P034005,10/21/87 0:00,Concrete Batch Plant,W J Menefee Construction Co,NA,Creighton,Cass,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/25/87 0:00,1187-007,35,NA,NA,AP000037P034
EX37400015005,11/4/87 0:00,petroleum truck loading rack,Conoco Riverside,6699 NW RIVER PARK DR,Riverside,Platte,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,1/15/88 0:00,0188-012,72,NA,NA,APA001650015
EX1020N008005,1/19/88 0:00,Landfill,"BFI Landfill, Inc",RFD 3,Missouri City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/21/89 0:00,0389-008A,427,NA,NA,AP0000470092
EX2240N004010,2/4/88 0:00,NA,Florence Construction Co,NA,Grandview,Jackson,AP:  Amendment Approved,AP: Sec 4: Relocate to New Site,3/3/88 0:00,NA,28,NA,NA,AP000095N004
EX08400032006,2/9/88 0:00,NA,Ravco Asphalt Inc,19100 E 231ST ST,Harrisonville,Cass,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,3/23/88 0:00,0388-007,43,NA,NA,APA000370032
EX22400046005,4/7/88 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Awaiting Completeness Check,AP: Sec 5 & 6: Deminimis and Minor,10/25/88 0:00,1088-009,201,NA,NA,AP0000950046
EX22400066005,4/7/88 0:00,NA,Independence Regional Health Center,1509 W TRUMAN RD,Sugar Creek,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,10/4/88 0:00,1088-001,180,NA,NA,APA000950066
EX0840N005005,4/15/88 0:00,Small animal incinerator,Harrisonville Animal Control,PO Box 367,Harrisonville,Cass,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/13/88 0:00,0588-002,28,NA,NA,AP000037N005
EX22400076011,4/21/88 0:00,NA,Barber & Son Aggregates Co.,11400 7 HWY,Lee's Summit,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/6/88 0:00,0980-005A,15,NA,NA,APA000950076
EX22400176005,5/31/88 0:00,Asphalt Plant,Bowen Construction Co,Langsford Rd,Lee's Summit,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,1/31/89 0:00,0189-009,245,NA,NA,AP0000950192
EX08400042006,8/31/95 0:00,Mineral Oil Dust Supression,Scoular Grain Company,1209 INDUSTRIAL BLVD,Harrisonville,Cass,AP:  Amendment Approved,AP: Corrections & Amendments,11/8/95 0:00,0595-015A,69,NA,NA,AP0000370050
PORT0247005,9/1/95 0:00,Concrete Batch Plant,Licausi Construction Co,1600 N STATE ROUTE 291,Sugar Creek,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,1/9/96 0:00,0196-007,130,NA,NA,APA000950276
EX08400007006,9/20/95 0:00,REPLACEMENT OF A TRIPLE DECK SCREEN,Limpus Quarries Harrisonville,19100 E 231ST ST,Harrisonville,Cass,AP:  No Permit Required,AP: Applicability Determination Request,9/21/95 0:00,NA,1,NA,NA,APA000370007
EX22400150012,9/25/95 0:00,Replace gas cholori system w/sodium hypochlorite system,Rock Creek Treatment Plant,9600 NORLEDGE ST,Independence,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,11/8/95 0:00,NA,44,NA,NA,AP0000950150
EX08400031006,9/26/95 0:00,Determination of waste water treatment system,Amoco Pipeline Co,700 E Main,Freeman,Cass,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/29/96 0:00,0596-039,246,NA,NA,APA000370031
EX22400061005,8/3/88 0:00,NA,City-Wide Asphalt Co. Inc,1701 N M 291 HWY,Sugar Creek,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/23/90 0:00,0390-006,597,NA,NA,APA000950061
EX10200013005,8/22/88 0:00,Modification of can solder Lines 2 & 3,American Can Co,1545 Erie St,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,12/1/88 0:00,1288-001,101,NA,NA,AP0000470013
EX10200098005,11/14/88 0:00,NA,Hunt Midwest Mining,410 Randolph,Randolph,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/30/89 0:00,0389-012,136,NA,NA,APA000470098
EX10200019019,11/21/88 0:00,NA,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Permit Issued,"AP: Section 7, 8 & 9 Major Source Review",10/6/89 0:00,1089-001,319,NA,NA,AP0000470019
EX2240N014005,12/1/88 0:00,NA,Reynolds Metals Co.,1800 Reynolds Ave.,North Kansas City,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,1/31/89 0:00,521-524,61,NA,NA,APA000950175
EX08400002005,12/28/88 0:00,NA,Martin Marietta - Peculiar Quarry,7410 County Hwy YY West,Peculiar,Cass,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/1/89 0:00,0589-002,124,NA,NA,AP0000370002
EX0840N002005,1/6/89 0:00,NA,Heckert Construction Co,NA,Peculiar,Cass,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,3/14/89 0:00,0389-004,67,NA,NA,AP000037N002
EX198902001,2/6/89 0:00,Kilns,Missouri Portland Cement Company,4201 North River Blvd,Sugar Creek,Jackson,AP:  Application Withdrawn by Applicant,AP: Sec 5 & 6: Deminimis and Minor,3/1/90 0:00,NA,388,NA,NA,APA000950030
EX10200042007,2/16/89 0:00,increase capacity for soybeans,Archer Daniels Midland Co,200 W 19TH ST,Kansas City,Clay,AP:  Application Withdrawn by Applicant,"AP: Section 7, 8 & 9 Major Source Review",3/25/89 0:00,NA,37,NA,NA,AP0000470042
EX22400182010,3/7/89 0:00,NA,St Mary's Hospital,201 NW R D MIZE RD,Blue Springs,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/19/89 0:00,0489-005,43,NA,NA,AP0000950182
EX08400053005,3/10/89 0:00,Rock Crushing,"Five Star Quarries, Inc",NA,Cleveland,Cass,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/29/89 0:00,0689-008,111,NA,NA,APA000370053
EX22400076012,3/16/89 0:00,NA,Barber & Son Aggregates Co.,11400 7 HWY,Lee's Summit,Jackson,AP:  Application Denied,AP: Sec 5 & 6: Deminimis and Minor,6/6/89 0:00,NA,82,NA,NA,APA000950076
EX0470031005,3/22/89 0:00,Cement Storage Silo,"Northland Ready-Mix, Inc",8607 Schell Rd,Pleasant Valley,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/19/89 0:00,0489-010A,28,NA,NA,AP0000470031
EX10200132005,4/7/89 0:00,Durum Mill & Pasta Production Facility,American Italian Pasta Company,1000 ITALIAN WAY,Excelsior Springs,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,4/27/89 0:00,NA,20,NA,NA,AP0000470132
EX1020N004005,4/21/89 0:00,NA,Union Electric,NA,Excelsior Springs,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,4/25/89 0:00,NA,4,NA,NA,AP000047N004
EX2240N012010,5/9/89 0:00,NA,"Columbia Ready Mix, Inc.",NA,Lee's Summit,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/9/89 0:00,0689-006,31,NA,NA,AP000095P199
EX2240N017005,5/9/89 0:00,Asphalt Plant,Carter Waters,1701 N M 291 HWY,Sugar Creek,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/7/89 0:00,0789-001,59,NA,NA,APB000950061
EX0370043005,5/22/89 0:00,Pharmaceutical Research & Mfg.,Chemsyn Laboratories,1701 Vine St,Harrisonville,Cass,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/27/89 0:00,0789-006,66,NA,NA,APA000370043
EX10200115010,6/20/89 0:00,NA,"Liberty Carbon Service, Inc.",1706 Johnson Ind Dr,Excelsior Springs,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,6/23/89 0:00,NA,3,NA,NA,AP0000470115
EX10200003005,7/6/89 0:00,NA,Con Agra,2010 Taney,North Kansas City,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,7/27/89 0:00,NA,21,NA,NA,AP0000470003
EX2240N017006,7/31/89 0:00,Asphalt Plant,Carter Waters,1701 N M 291 HWY,Sugar Creek,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,9/5/89 0:00,0789-001A,36,NA,NA,APB000950061
EX22400013005,8/3/89 0:00,Rail Car Covers,"AERO TRANSPORTATION PRODS., INC.",3300 Geospace Drive,Independence,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/16/89 0:00,0889-007,13,NA,NA,AP0000950191
EX22400186010,8/14/89 0:00,NA,Little Blue Valley Sewer District,21208 E OLD ATHERTON RD,Independence,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,2/15/90 0:00,0390-002,185,NA,NA,AP0000950186
EX22400186011,8/15/89 0:00,NA,Little Blue Valley Sewer District,21208 E OLD ATHERTON RD,Independence,Jackson,AP:  Application Withdrawn by Applicant,AP: Sec 5 & 6: Deminimis and Minor,1/6/90 0:00,NA,144,NA,NA,AP0000950186
EX22400002013,8/21/89 0:00,"Biotreatment of refinery pond, pit, lagoon",Amoco Oil Co,1000 North Sterling,Sugar Creek,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,1/16/90 0:00,0190-003,148,NA,NA,APA000950002
EX2240N003006,8/22/89 0:00,NA,Florence Construction Co.,NA,Grandview,Jackson,AP:  Technical Review,AP: Sec 4: Relocate to New Site,8/24/89 0:00,0373-006,2,NA,NA,AP000095N003
EX2240N019005,9/14/89 0:00,Incinerator,Crysler Animal Hospital,12440 East Hwy 40,Independence,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/9/89 0:00,1189-007,56,NA,NA,AP0000950286
EX10200075010,11/2/89 0:00,NA,"Tnemec Company, Inc",123 W 123rd Ave,North Kansas City,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,12/20/89 0:00,0390-003,48,NA,NA,AP0000470075
EX10200019020,11/14/89 0:00,Guide Coat System for Truck Line,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,11/21/89 0:00,NA,7,NA,NA,AP0000470019
EX2240N019006,11/25/89 0:00,Incinerator,Crysler Animal Hospital,12440 East Hwy 40,Independence,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,12/12/89 0:00,1189-007A,17,NA,NA,AP0000950286
EX1020N011005,1/22/90 0:00,Two drying ovens,"O'Dell Publishing, Inc","1300 E ""H"" Hwy",Liberty,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,2/28/90 0:00,NA,37,NA,NA,AP000047N011
EX10200019021,2/15/90 0:00,NA,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Permit Issued,"AP: Section 7, 8 & 9 Major Source Review",9/5/90 0:00,0990-009,202,NA,NA,AP0000470019
EX22400030007,2/15/90 0:00,NA,Missouri Portland Cement Company,4201 North River Blvd,Sugar Creek,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,2/21/90 0:00,NA,6,NA,NA,APA000950030
EX22400125005,2/20/90 0:00,NA,AGCO Manufacturing Group,627 South Cottage,Independence,Jackson,AP:  Awaiting Completeness Check,AP: Sec 5 & 6: Deminimis and Minor,11/1/90 0:00,1190-001,254,NA,NA,AP0000950125
EX08400003006,2/21/90 0:00,NA,Missouri Public Service Co,33200 EAST JOHNSON RD,Sibley,Jackson,AP:  No Permit Required,"AP: Section 7, 8 & 9 Major Source Review",3/30/90 0:00,NA,37,NA,NA,APA000950031
EX22400030006,3/8/90 0:00,NA,Missouri Portland Cement Company,4201 North River Blvd,Sugar Creek,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,7/9/90 0:00,0790-002,123,NA,NA,APA000950030
EX22400046006,3/8/90 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Awaiting Completeness Check,AP: Sec 5 & 6: Deminimis and Minor,5/30/90 0:00,0690-009,83,NA,NA,AP0000950046
EX22400046007,3/12/90 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,5/1/90 0:00,NA,50,NA,NA,AP0000950046
EX10200019023,3/20/90 0:00,NA,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/30/90 0:00,0690-016,102,NA,NA,AP0000470019
EX22400182011,3/30/90 0:00,NA,St Mary's Hospital,201 NW R D MIZE RD,Blue Springs,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/26/90 0:00,0489-005A,27,NA,NA,AP0000950182
EX0950021006,4/2/90 0:00,Transfer Banking Credits (SO2),Trigen-Kansas City District Energy Corp,115 Grand Ave.,Kansas City,Jackson,AP:  ERC Request Approved,AP: Banking Requests,4/9/90 0:00,BANK,7,NA,NA,APB000950021
EX22400046008,4/25/90 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,5/30/90 0:00,0690-003,35,NA,NA,AP0000950046
EX10200019022,4/27/90 0:00,NA,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,5/1/90 0:00,0590-001,4,NA,NA,AP0000470019
EX08400037005,5/17/90 0:00,NA,"Hettich Manufacturing, LP",1811 Anaconda Road,Harrisonville,Cass,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,5/22/90 0:00,0590-010,5,NA,NA,AP0000370037
EX10200107006,5/31/90 0:00,NA,"Teasure Chest Advertising Company, Inc.",2001 Bedford,Kansas City,Clay,AP:  Awaiting Completeness Check,AP: Sec 5 & 6: Deminimis and Minor,7/20/90 0:00,0790-011,50,NA,NA,AP0000470107
EX37400010007,6/7/90 0:00,NA,Parkville Stone Co,NA,Parkville,Platte,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/30/90 0:00,0990-007,84,NA,NA,APA001650010
EX10200032006,6/13/90 0:00,NA,"Henry Wurst, Inc",1331 SALINE ST,Kansas City,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,8/8/90 0:00,0890-010,56,NA,NA,AP0000470032
EX22400186012,6/15/90 0:00,NA,Little Blue Valley Sewer District,21208 E OLD ATHERTON RD,Independence,Jackson,AP:  Pilot Plant Permit Issued,AP: Corrections & Amendments,6/21/90 0:00,NA,6,NA,NA,AP0000950186
EX10200079007,7/11/90 0:00,NA,"Campbell, Earl Mfg. Co",400 E 10TH AVE,Kansas City,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,8/1/90 0:00,0890-011,21,NA,NA,AP0000470079
EX22400126005,7/25/90 0:00,NA,American Ingredients Co.,13830 BOTTS RD,Grandview,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/7/91 0:00,0990-003,286,NA,NA,APA000950126
EX22400126007,7/25/90 0:00,NA,American Ingredients Co.,13830 BOTTS RD,Grandview,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,8/29/90 0:00,0990-003,35,NA,NA,APA000950126
EX10200120005,7/30/90 0:00,NA,Devine Design,One Design Drive,Kansas City,Clay,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,8/16/90 0:00,None,17,NA,NA,APA000470120
EX199008001,8/13/90 0:00,Soybean Processing,"Cargill, Inc.",2306 ROCHESTER ST,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,7/23/92 0:00,607,710,NA,NA,AP0000952001
EX22400125007,8/15/90 0:00,NA,AGCO Manufacturing Group,627 South Cottage,Independence,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,9/3/90 0:00,0990-012,19,NA,NA,AP0000950125
EX22400046010,8/16/90 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,8/16/90 0:00,NA,0,NA,NA,AP0000950046
PORT0031007,8/21/90 0:00,Portable Concrete Batching Operation,Florence Construction Co.,NA,Unknown City,Platte,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,8/22/90 0:00,0681-002,1,9/21/91 0:00,NA,AP0001650017
EX0950194005,8/27/90 0:00,ROSS BATCH CONCRETE PLANT,LaFarge Corporation,1500 West Geospace Drive,Unknown City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,12/27/90 0:00,1290-007,122,NA,NA,AP0000950194
EX22400046009,9/7/90 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,1/25/91 0:00,0191-004,140,NA,NA,AP0000950046
EX0950195005,9/12/90 0:00,VINCE HAGAN SYSTEM READY MIX CONCRETE PLANT,LaFarge Corporation,105 West 11th Street,Unknown City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,1/29/91 0:00,0191-007,139,NA,NA,AP0000950195
EX22400057005,9/12/90 0:00,NA,"Pfizer Inc, Animal Health Group",1 SE PFIZER WAY,Lee's Summit,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,9/28/90 0:00,NA,16,NA,NA,AP0000950057
EX08400036005,10/12/90 0:00,APPLICATION DETERMINATION OF A PORTABLE PUMPING STATION,Phillips Pipe Line Co.,Hwy 291,Harrisonville,Cass,AP:  No Permit Required,AP: Applicability Determination Request,11/1/90 0:00,NA,20,NA,NA,AP0000370036
EX10200012006,11/9/95 0:00,replace gelcoat tanks,Cook Composites & Polymers Co.,919 E 14th Ave,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/18/97 0:00,0397-012,495,NA,NA,APA000470012
EX0950057010,11/13/95 0:00,EMERGENCY GENERATOR,"Pfizer Inc, Animal Health Group",1 SE PFIZER WAY,Lee's Summit,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,2/5/96 0:00,0296-016,84,NA,NA,AP0000950057
EX0470070005,11/22/95 0:00,New Blow Mold System,Gilmour Hose Company,140 CORUM RD,Excelsior Springs,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/3/96 0:00,0596-001,163,NA,NA,APB000470070
EX0950139015,11/28/95 0:00,Fuel switch to natural gas,UtiliCorp-Greenwood Energy Center,14001 Smart Rd.,Greenwood,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,4/16/96 0:00,NA,140,NA,NA,AP0000950139
EX22400242005,12/4/95 0:00,VACUUM EXHAUST SYSTEM,Curt Bean Lumber Treatment,1320 E Old Lexington Rd,Buckner,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,1/17/96 0:00,NA,44,NA,NA,AP0000950242
EX0950241005,12/7/95 0:00,CHROMIUM ELECTROPLATING,Lakota,12900 2ND ST,Grandview,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/2/96 0:00,0396-004,86,NA,NA,AP0000950241
EX0950031021,12/10/95 0:00,Phase II Acid Rain Permit (SOX),UtiliCorp United - Sibley,33200 East Johnson Road,Sibley,Jackson,AP:  Acid Rain Permit Issued,AOP: Phase II Acid Rain Permit,2/9/98 0:00,OP,792,12/31/04 0:00,NA,APB000950031
EX10200011010,12/11/95 0:00,New Printing Station/Maintain Facility Cap,Jefferson Smurfit Corp,110 East 10th Avenue,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/20/96 0:00,0396-013,100,NA,NA,APA000470011
EX0950050021,12/12/95 0:00,Phase II Acid Rain Permit (SOX),Independence Power & Light (Blue Valley),21500 E TRUMAN RD,Sugar Creek,Jackson,AP:  Acid Rain Permit Issued,AOP: Phase II Acid Rain Permit,2/9/98 0:00,OP,790,12/31/04 0:00,NA,AP0000950050
EX0950046023,12/18/95 0:00,3 NEW INKJET PRINTERS,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/28/96 0:00,0496-018,101,NA,NA,AP0000950046
PORT0251006,12/18/95 0:00,Portable Rock Crusher,Metropolitan Quarries - Sugar Creek West,1700 North M291 Highway,Sugar Creek,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/14/96 0:00,0596-018,148,NA,NA,AP0000950243
EX0950022021,12/28/95 0:00,NA,Kansas City Power & Light Co (Hawthorn),8700 HAWTHORNE RD,Kansas City,Jackson,AP:  Acid Rain Permit Issued,AOP: Phase II Acid Rain Permit,2/9/98 0:00,OP,774,NA,NA,AP0000950022
EX1650007021,12/28/95 0:00,Phase II Acid Rain Permit (SOX),Kansas City Power & Light (Iatan),20240 Hwy 45 North,Weston,Platte,AP:  Acid Rain Permit Issued,AOP: Phase II Acid Rain Permit,2/9/98 0:00,OP,774,12/31/04 0:00,NA,AP0001650007
EX0950203006,1/10/96 0:00,PAINT BOOTH,Shamrock Cabinet and Appliances,10201 E 65TH ST,Raytown,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/15/96 0:00,0496-019,96,NA,NA,AP0000950203
EX10200129006,1/25/96 0:00,amend 1095-011A,Variform,303 W MAJOR ST,Kearney,Clay,AP:  Permit Issued,AP: Corrections & Amendments,4/8/96 0:00,1095-011A,74,NA,NA,AP0000470129
EX08400002008,1/26/96 0:00,Concrete Batch Plant,Martin Marietta - Peculiar Quarry,7410 County Hwy YY West,Peculiar,Cass,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,3/20/96 0:00,NA,54,NA,NA,AP0000370002
EX08400032009,1/29/96 0:00,Replace Asphalt Plant w/New Equipment,Ravco Asphalt Inc,19100 E 231ST ST,Harrisonville,Cass,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/9/96 0:00,0496-010,71,NA,NA,APA000370032
EX22400030012,2/6/96 0:00,deep limestone mine,LaFarge Corporation - Sugar Creek,4201 N RIVER BLVD,Sugar Creek,Jackson,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/16/96 0:00,0596-027,100,NA,NA,APB000950030
EX08400025005,11/15/90 0:00,NA,Pleasant Hill VeneerCorp,617 S Main,Pleasant Hill,Cass,AP:  Awaiting Completeness Check,AP: Sec 5 & 6: Deminimis and Minor,1/29/91 0:00,0191-008,75,NA,NA,AP0000370025
EX22400109005,11/30/90 0:00,NA,Sequentia Inc,13700 Botts Rd,Grandview,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,4/8/91 0:00,0491-004,129,NA,NA,AP0000950109
PORT0126006,12/13/90 0:00,Portable Crushing Operation at site has ceased,"Shamrock Aggregates, Inc",23004 East Hwy 24,Independence,Jackson,AP:  Name Change Entered,AP: Installation/Source Name Change,5/21/93 0:00,1093-017,890,NA,NA,APA000950169
EX10200019024,12/18/90 0:00,NA,Ford Motor Company - Kansas City Plant,8121 E US Hwy 69,Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,2/19/91 0:00,1089-001A,63,NA,NA,AP0000470019
EX22400046011,1/18/91 0:00,NA,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,1/30/91 0:00,1088-009A,12,NA,NA,AP0000950046
EX10200122005,2/26/91 0:00,NA,Clark Printing Company,1534 Burlington St.,Pleasant Valley,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/14/91 0:00,0691-004,108,NA,NA,APA000470122
EX22400197001,3/8/91 0:00,NA,Burd & Fletcher - Independence Plant # 1,5151 Geospace Drive,Independence,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,3/25/91 0:00,NA,17,NA,NA,AP0000950197
EX10200002005,4/16/91 0:00,NA,National Starch And Chemical Company,1001 Bedford Rd,North Kansas City,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,10/23/91 0:00,0192-002,190,NA,NA,APB000470002
EX22400030008,4/22/91 0:00,NA,Missouri Portland Cement Company,4201 North River Blvd,Sugar Creek,Jackson,AP:  Technical Review,AP: Sec 5 & 6: Deminimis and Minor,8/13/91 0:00,0891-005,113,NA,NA,APA000950030
EX10200124005,5/17/91 0:00,NA,"Willamette Industries, Inc",1333 Quebec,North Kansas City,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,6/19/91 0:00,NA,33,NA,NA,APA000470124
EX10200123005,5/31/91 0:00,NA,Penney's Concrete Inc,333 RANDOLPH RD,Randolph,Clay,AP:  Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,11/13/91 0:00,1191-008,166,NA,NA,AP0000470123
EX37400015006,6/17/91 0:00,42000 gal ethanol tank,Conoco Riverside,6699 NW RIVER PARK DR,Riverside,Platte,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,7/26/91 0:00,NA,39,NA,NA,APA001650015
EX22400198005,6/21/91 0:00,Paint booth,"PPG Industries, Inc.",2604 N.E. Industrial Driv,North Kansas City,Clay,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,8/14/91 0:00,NA,54,NA,NA,AP000047N019
