program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,,,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
AP201906016,06/10/19,Recordkeeping,AT&T,2121 e 63rd st,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,04/17/20,,,779-B,312,,,AP0000952187,39.010578,-94.56274,1,rooftop,2121,E 63rd St,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,8700,1004,1,2.91E+14,29095008700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP202002028,02/20/20,Screening Unit,Hot Mix Materials Inc,2701 east 85th street,Kansas City,Jackson,AP:  No Permit Required,AP: IR Applicability Determination Request,03/11/20,,,,20,,,AP0000952440,38.971691,-94.557217,1,rooftop,2701,E 85th St,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,9600,3016,3,2.91E+14,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP202002027,02/19/20,Asphalt,Ideker Inc.,kci airport,Kansas City,Platte,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,02/25/20,,,1465,6,3/13/21,,AP0001652461,39.297123,-94.694354,1,street_center,,Airport Dr,,,Kansas City,MO,Platte County,64153,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,Kansas City,2938000,980000,1063,1,2.92E+14,29165980000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP202001002,01/02/20,Recordkeeping,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,01/30/20,,,927A,28,,,AP0000950022,39.130505,-94.478423,1,rooftop,8700,Hawthorne Rd,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,2006,2,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP202001013,01/14/20,Human Cremation,"Mason Crematory, LLC",8520 prospect ave,Kansas City,Jackson,AP:  Permit Issued,AP: Permit-by-Rule,01/22/20,,,012020-015,8,,,AP0000950338,38.971157,-94.55845,1,rooftop,8520,Prospect Ave,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,9600,3017,3,2.91E+14,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201911019,11/20/19,Inlet CEMS Removal,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,01/10/20,,,888A,51,,,AP0000950022,39.130505,-94.478423,1,rooftop,8700,Hawthorne Rd,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,2006,2,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201903053,02/28/19,SVE Wells,AECOM - Cintas Site,1735 cherry st,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,01/06/20,,,,312,,,AP0201903053,39.091752,-94.576345,1,rooftop,1735,Cherry St,,,Kansas City,MO,Jackson County,64108,US,Jackson,2021,29,29095,Kansas City,2938000,15800,2050,2,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201912028,12/20/19,Temporary Boilers,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Temporary Permit Issued,AP: Temporary or Pilot Plant Permit,12/31/19,,,122019-011,11,,,AP0000950011,39.12172,-94.478888,1,rooftop,8400,Hawthorne Rd,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,2003,2,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201910046,10/29/19,Add Crusher Combine Ports  0787 0802 0803,Renascent Inc - KCI Airport,mexico city avenue,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,11/25/19,,,112019-009,27,,,AP0001650045,39.319106,-94.714728,1,street_center,,Mexico City Ave,,,Kansas City,MO,Platte County,64153,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,Kansas City,2938000,980000,1011,1,2.92E+14,29165980000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201909043,09/24/19,Cell Equipment,Verizon Wireless,5171 ne chouteau tfwy,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,11/08/19,,,,45,,,AP0201909043,39.187415,-94.544421,0.95,rooftop,5171,NE Chouteau Trfy,,,Kansas City,MO,Clay County,64119,US,City of Kansas City,2021,29,29047,Kansas City,2938000,20901,2002,2,2.90E+14,29047020901,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201908085,08/30/19,New Presses,Allied Lithographing Co. Inc,2100 e 10th,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,10/29/19,,,102019-013,60,,#https://dnr.mo.gov/env/apcp/permits/docs/alliedlith-kc-2019cp.pdf#,AP0000950016,39.10158,-94.557079,1,range_interpolation,2100,E 10th St,,,Kansas City,MO,Jackson County,64127,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15402,2004,2,2.91E+14,29095015402,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201910045,08/29/19,Notification file for PAL Permit No. 072011-009,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,10/25/19,,,,57,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,E 69th St,,,Kansas City,MO,Jackson County,64133,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,17500,1029,1,2.91E+14,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201906022,06/11/19,Temporary Crushing,J.A. Lillig Excavating Inc,1179 mexico city ave,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: Temporary or Pilot Plant Permit,09/17/19,,,092019-006,98,,#https://dnr.mo.gov/env/apcp/permits/docs/jalilig-p07962019cp.pdf#,AP0201906022,39.327373,-94.711837,1,range_interpolation,1179,Mexico City Ave,,,Kansas City,MO,Platte County,64153,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,Kansas City,2938000,980000,1024,1,2.92E+14,29165980000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201908079,08/29/19,Add crusher,Renascent Inc - KCI Airport,mexico city avenue,Kansas City,Platte,AP:  No Permit Required,AP: IR Applicability Determination Request,09/05/19,,,,7,,,AP0001650045,39.319106,-94.714728,1,street_center,,Mexico City Ave,,,Kansas City,MO,Platte County,64153,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,Kansas City,2938000,980000,1011,1,2.92E+14,29165980000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201810008,10/02/18,Update emission limits,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,09/04/19,,,1140C,337,,#https://dnr.mo.gov/env/apcp/permits/docs/cargillkscity2019cp.pdf#,AP0000952001,39.121091,-94.555817,1,range_interpolation,2306,Rochester St,,,Kansas City,MO,Jackson County,64120,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15500,1082,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201906046,06/20/19,Waste Transfer Station,"Mark II Transfer Station, LLC",6709 e 40 hwy,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,08/20/19,,,,61,,,AP0201906046,39.069127,-94.502432,0.95,rooftop,6709,E US 40 Hwy,,,Kansas City,MO,Jackson County,64129,US,Jackson,2021,29,29095,Kansas City,2938000,16300,1031,1,2.91E+14,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201908034,08/14/19,Rock Crushing,Kissick Construction - Denver,5734 denver ave,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,08/20/19,,,032015-006C,6,,,AP0201908034,39.020807,-94.525856,1,rooftop,5734,Denver Ave,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,7802,2012,2,2.91E+14,29095007802,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201505019,05/05/15,Printed Products,"Henry Wurst, Inc",1331 saline st,Kansas City,Clay,AP:  Operating Permit Terminated,AOP: Intermediate Operating Permit Renewal,07/30/19,,,OP,1547,5/2/20,,AP0000470032,39.13274,-94.559711,1,range_interpolation,1331,Saline St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6008,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201907008,07/03/19,Rock Crushing,Kissick Construction - Botts,hwy 150 & botts rd,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,07/18/19,,,032015-006,15,,,AP0201907008,38.862891,-94.545922,0.7,street_center,,Botts Rd,,,Grandview,MO,Jackson County,64030,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,13405,1002,1,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201906018,06/10/19,Rock Crushing,Thomas Crushing,i 435 & i 70,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,07/03/19,,,012005-005L,23,,,AP0201903045,39.059208,-94.490479,0.8,intersection,,I-435,,,Kansas City,MO,Jackson County,64129,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,980802,1036,1,2.91E+14,29095017000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201905028,05/17/19,Temporary conveyor,Martin Marietta Materials - Stamper,14457 interurban rd,Kansas City,Platte,AP:  No Permit Required,AP: IR Applicability Determination Request,06/28/19,,,,42,,,AP0001652403,39.355621,-94.678516,0.9,range_interpolation,14457,Interurban Rd,,,Platte City,MO,Platte County,64079,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,,,30601,2006,2,2.92E+14,29165030601,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201902020,02/13/19,Incinerator,Kansas City Police Department,2645 locust st,Kansas City,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,06/10/19,,,062019-004,117,,#https://dnr.mo.gov/env/apcp/permits/docs/kcpolice2019cp.pdf#,AP0000950399,39.024747,-94.581866,0.7,street_center,,Locust St,,,Kansas City,MO,Jackson County,64110,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,8200,1010,1,2.91E+14,29095008200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201902049,02/28/19,Make PORT-0733 Stationary,Ideker Inc.,kci airport,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,05/15/19,,,052019-005,76,,#https://dnr.mo.gov/env/apcp/permits/docs/ideker-kcityairprt2019cp.pdf#,AP0001652461,39.297123,-94.694354,1,street_center,,Airport Dr,,,Kansas City,MO,Platte County,64153,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,Kansas City,2938000,980000,1063,1,2.92E+14,29165980000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201904048,04/22/19,Animal Cremation,Kansas City Campus for Animal Care,7077 elmwood ave,Kansas City,Jackson,AP:  Permit Issued,AP: Permit-by-Rule,05/07/19,,,052019-003,15,,#https://dnr.mo.gov/env/apcp/permits/docs/kcanimalcare2019cp.pdf#,AP0000950401,38.997331,-94.533644,0.9,range_interpolation,7077,Elmwood Ave,,,Kansas City,MO,Jackson County,64132,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,8800,4000,4,2.91E+14,29095008800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201901046,01/18/19,Responsible Official,K. C. Power & Light Co,950 n olive st,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,05/01/19,,,OP2016-045A,103,,,APA000950023,39.123861,-94.554586,1,range_interpolation,950,N Olive St,,,Kansas City,MO,Jackson County,64120,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15500,1083,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201810022,10/05/18,Fertilizer,Midwest Terminal Warehouse,1724 market st,Kansas City,Jackson,AP:  No Permit Required,AOP: Intermediate Operating Permit Renewal,04/30/19,,,OP,207,,,AP0000952201,39.10871,-94.597874,1,rooftop,1724,Market St,,,Kansas City,MO,Jackson County,64105,US,City of Kansas City,2021,29,29095,Kansas City,2938000,15200,3001,3,2.91E+14,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201904018,04/10/19,Demolition and Remediation,Renascent Inc - KCI Airport,mexico city avenue,Kansas City,Platte,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,04/30/19,,,042019-017,20,,#https://dnr.mo.gov/env/apcp/permits/docs/renasc-p07872019cp.pdf#,AP0001650045,39.319106,-94.714728,1,street_center,,Mexico City Ave,,,Kansas City,MO,Platte County,64153,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,Kansas City,2938000,980000,1011,1,2.92E+14,29165980000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201903064,03/29/19,Terminate OP,Martin Marietta Materials - Stamper,14457 interurban rd,Kansas City,Platte,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,04/22/19,,,OP,24,,,AP0001652403,39.355621,-94.678516,0.9,range_interpolation,14457,Interurban Rd,,,Platte City,MO,Platte County,64079,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,,,30601,2006,2,2.92E+14,29165030601,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201810003,10/01/18,Hospital,St Luke's Hospital of Kansas City,4400 wornall road,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit Renewal,04/18/19,,,OP,199,2/3/24,,AP0000952057,39.047331,-94.590473,1,rooftop,4400,Wornall Rd,,,Kansas City,MO,Jackson County,64111,US,Jackson,2021,29,29095,Kansas City,2938000,6900,1001,1,2.91E+14,29095006900,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201812036,01/22/19,Basic Operating Permit Application,"Custom Truck & Equipment, LLC",7701 e. highway 24,Kansas City,Jackson,AP:  No Permit Required,AOP: Basic Operating Permit,04/18/19,,,OP,86,,,AP0000952476,39.103689,-94.491891,1,rooftop,7701,E US 24 Hwy,,,Kansas City,MO,Jackson County,64125,US,Jackson,2021,29,29095,Kansas City,2938000,2000,1003,1,2.91E+14,29095002000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201903045,03/25/19,Rock Crushing,Thomas Crushing,i 435 & i 70,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,04/11/19,,,032017-007B,17,4/30/20,,AP0201903045,39.059208,-94.490479,0.8,intersection,,I-435,,,Kansas City,MO,Jackson County,64129,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,980802,1036,1,2.91E+14,29095017000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201811007,11/09/18,Clay Transloading,Quality Carriers Inc,6800 st. john avenue,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,03/27/19,,,,138,,,AP0000952027,39.115946,-94.503081,1,rooftop,6800,St John Ave,,,Kansas City,MO,Jackson County,64123,US,Jackson,2021,29,29095,Kansas City,2938000,15500,1095,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201903006,03/05/19,New transloading material,Quality Carriers Inc,6800 st. john avenue,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,03/26/19,,,,21,,,AP0000952027,39.115946,-94.503081,1,rooftop,6800,St John Ave,,,Kansas City,MO,Jackson County,64123,US,Jackson,2021,29,29095,Kansas City,2938000,15500,1095,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201903023,03/14/19,Concrete,G2 Construction Services,tel aviv ave,Kansas City,Platte,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,03/26/19,,,,12,,,AP0201903023,39.313622,-94.711614,1,street_center,,Tel Aviv Ave,,,Kansas City,MO,Platte County,64153,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,Kansas City,2938000,980000,1041,1,2.92E+14,29165980000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201902023,02/11/19,Concrete,Emery Sapp & Sons I435 & US40,7900 us 40,Kansas City,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,03/06/19,,,0793-021T,23,3/31/21,,AP0201902023,39.064172,-94.490699,1,rooftop,7900,E US 40 Hwy,,,Kansas City,MO,Jackson County,64129,US,Jackson,2021,29,29095,Kansas City,2938000,16300,1001,1,2.91E+14,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201801053,01/29/18,Paint Manufacturing,Davis Paint Co,1311 iron st,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit,02/26/19,,,OP2019-009,393,2/26/26,#https://dnr.mo.gov/env/apcp/permits/docs/davispaint-nkc2019op.pdf#,AP0000470040,39.132465,-94.571456,1,range_interpolation,1311,Iron St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6121,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201812015,12/10/18,Filter inspections,PAS Technologies Inc.,1234 atlantic st,Kansas City,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,01/08/19,,,072017-017B,29,,#https://dnr.mo.gov/env/apcp/permits/docs/pastech-kc2017cpa.pdf#,AP0000470099,39.13121,-94.582353,1,range_interpolation,1234,Atlantic St,,,Kansas City,MO,Clay County,64116,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29047,North Kansas City,2953102,22100,6175,6,2.90E+14,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201510037,10/16/15,Motorcycles,Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,12/21/18,,,OP2018-114,1162,12/21/23,#https://dnr.mo.gov/env/apcp/permits/docs/harley-davkc2019op.pdf#,AP0001652415,39.299756,-94.661893,1,rooftop,11401,N Congress Ave,,,Kansas City,MO,Platte County,64153,US,Platte County,2021,29,29165,Kansas City,2938000,30201,4015,4,2.92E+14,29165030201,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201811023,11/26/18,2 Animal Crematories,FC Industries,13508 oak st,Kansas City,Jackson,AP:  Permit Issued,AP: Permit-by-Rule,12/10/18,,,122018-005,14,,#https://dnr.mo.gov/env/apcp/permits/docs/fcindustries-kc2018cp.pdf#,AP0000952200,38.881755,-94.591567,1,rooftop,13508,Oak St,,,Kansas City,MO,Jackson County,64145,US,Jackson,2021,29,29095,Kansas City,2938000,13405,2011,2,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP201809028,09/20/18,Auto Shredding,Advantage Metals Recycling,3005 manchester,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,11/21/18,,,OP,62,3/10/24,,AP0000950115,39.072694,-94.493883,1,rooftop,3005,Manchester Trfy,,,Kansas City,MO,Jackson County,64129,US,Jackson,2021,29,29095,Kansas City,2938000,16300,1001,1,2.91E+14,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
